[Fri Aug 22 08:20:54.305777 2014] [:error] [pid 2339] [client 127.0.0.1:42484] PHP Notice:  Undefined index: id in /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/UnitOfWork.php on line 2538, referer: http://nfce/
[Mon Aug 25 09:36:30.600269 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 09:36:30.600279 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 09:36:30.600291 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 09:36:30.600303 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Mon Aug 25 09:36:30.600316 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  13. Doctrine\\ORM\\AbstractQuery->getResult() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:78, referer: http://meunfce/
[Mon Aug 25 09:36:30.600327 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  14. Doctrine\\ORM\\AbstractQuery->execute() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:542, referer: http://meunfce/
[Mon Aug 25 09:36:30.600338 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  15. Doctrine\\ORM\\Internal\\Hydration\\AbstractHydrator->hydrateAll() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:751, referer: http://meunfce/
[Mon Aug 25 09:36:30.600349 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  16. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateAllData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/AbstractHydrator.php:111, referer: http://meunfce/
[Mon Aug 25 09:36:30.600359 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  17. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateRowData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:150, referer: http://meunfce/
[Mon Aug 25 09:36:30.600370 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  18. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->_getEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:479, referer: http://meunfce/
[Mon Aug 25 09:36:30.600379 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  19. Doctrine\\ORM\\UnitOfWork->createEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:246, referer: http://meunfce/
[Mon Aug 25 09:36:30.604348 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP Fatal error:  Call to undefined method DoctrineORMModule\\Proxy\\__CG__\\DsmCommon\\Entity\\Usuario::toArray() in /var/www/meunfce/module/DsmCommon/src/DsmCommon/Entity/EntityBase.php on line 59, referer: http://meunfce/
[Mon Aug 25 09:36:30.604407 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP Stack trace:, referer: http://meunfce/
[Mon Aug 25 09:36:30.604437 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Mon Aug 25 09:36:30.604450 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Mon Aug 25 09:36:30.604462 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Mon Aug 25 09:36:30.604473 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 09:36:30.604484 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 09:36:30.604495 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 09:36:30.604506 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Mon Aug 25 09:36:30.604516 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Mon Aug 25 09:36:30.604527 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 09:36:30.604537 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 09:36:30.604547 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 09:36:30.604558 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Mon Aug 25 09:36:30.604569 2014] [:error] [pid 3006] [client 127.0.0.1:34062] PHP  13. DsmCommon\\Entity\\EntityBase->toArray() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:82, referer: http://meunfce/
[Mon Aug 25 16:22:31.174596 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP Notice:  Undefined index: id in /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/UnitOfWork.php on line 2538, referer: http://meunfce/
[Mon Aug 25 16:22:31.212572 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP Stack trace:, referer: http://meunfce/
[Mon Aug 25 16:22:31.212625 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Mon Aug 25 16:22:31.212655 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Mon Aug 25 16:22:31.212666 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Mon Aug 25 16:22:31.212678 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 16:22:31.212687 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.212697 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.212707 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Mon Aug 25 16:22:31.212716 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Mon Aug 25 16:22:31.212726 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 16:22:31.212744 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.212754 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.212765 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Mon Aug 25 16:22:31.212822 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  13. Doctrine\\ORM\\AbstractQuery->getResult() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:78, referer: http://meunfce/
[Mon Aug 25 16:22:31.212835 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  14. Doctrine\\ORM\\AbstractQuery->execute() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:542, referer: http://meunfce/
[Mon Aug 25 16:22:31.212845 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  15. Doctrine\\ORM\\Internal\\Hydration\\AbstractHydrator->hydrateAll() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:751, referer: http://meunfce/
[Mon Aug 25 16:22:31.212855 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  16. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateAllData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/AbstractHydrator.php:111, referer: http://meunfce/
[Mon Aug 25 16:22:31.212864 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  17. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateRowData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:150, referer: http://meunfce/
[Mon Aug 25 16:22:31.212882 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  18. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->_getEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:479, referer: http://meunfce/
[Mon Aug 25 16:22:31.212892 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  19. Doctrine\\ORM\\UnitOfWork->createEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:246, referer: http://meunfce/
[Mon Aug 25 16:22:31.215409 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP Fatal error:  Call to undefined method DoctrineORMModule\\Proxy\\__CG__\\DsmCommon\\Entity\\Usuario::toArray() in /var/www/meunfce/module/DsmCommon/src/DsmCommon/Entity/EntityBase.php on line 59, referer: http://meunfce/
[Mon Aug 25 16:22:31.215445 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP Stack trace:, referer: http://meunfce/
[Mon Aug 25 16:22:31.215464 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Mon Aug 25 16:22:31.215476 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Mon Aug 25 16:22:31.215486 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Mon Aug 25 16:22:31.215496 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 16:22:31.215506 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.215515 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.215525 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Mon Aug 25 16:22:31.215534 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Mon Aug 25 16:22:31.215544 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Mon Aug 25 16:22:31.215552 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.215562 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Mon Aug 25 16:22:31.215572 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Mon Aug 25 16:22:31.215581 2014] [:error] [pid 11621] [client 127.0.0.1:37083] PHP  13. DsmCommon\\Entity\\EntityBase->toArray() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:82, referer: http://meunfce/
[Wed Aug 27 09:11:53.147233 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP Warning:  Invalid argument supplied for foreach() in /var/www/meunfce/module/DsmCommon/src/DsmCommon/Entity/Configurator.php on line 37
[Wed Aug 27 09:11:53.175142 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP Stack trace:
[Wed Aug 27 09:11:53.175248 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   1. {main}() /var/www/meunfce/public/index.php:0
[Wed Aug 27 09:11:53.175286 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12
[Wed Aug 27 09:11:53.175311 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309
[Wed Aug 27 09:11:53.175323 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207
[Wed Aug 27 09:11:53.175332 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468
[Wed Aug 27 09:11:53.175343 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468
[Wed Aug 27 09:11:53.175353 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114
[Wed Aug 27 09:11:53.175363 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117
[Wed Aug 27 09:11:53.175372 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207
[Wed Aug 27 09:11:53.175381 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468
[Wed Aug 27 09:11:53.175391 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468
[Wed Aug 27 09:11:53.175401 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP  12. DsmCommon\\Controller\\CrudController->insertAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83
[Wed Aug 27 09:11:53.175411 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP  13. DsmCommon\\Controller\\CrudController->configure() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:106
[Wed Aug 27 09:11:53.175421 2014] [:error] [pid 1591] [client 127.0.0.1:44018] PHP  14. DsmCommon\\Entity\\Configurator::configure() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:260
[Wed Aug 27 10:52:42.547992 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP Notice:  Undefined index: id in /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/UnitOfWork.php on line 2538, referer: http://meunfce/
[Wed Aug 27 10:52:42.548202 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP Stack trace:, referer: http://meunfce/
[Wed Aug 27 10:52:42.548267 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Wed Aug 27 10:52:42.548319 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Wed Aug 27 10:52:42.548368 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Wed Aug 27 10:52:42.548433 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 10:52:42.548479 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.548525 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.548572 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Wed Aug 27 10:52:42.548619 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Wed Aug 27 10:52:42.548664 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 10:52:42.548708 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.548754 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.548800 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Wed Aug 27 10:52:42.548846 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  13. Doctrine\\ORM\\AbstractQuery->getResult() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:78, referer: http://meunfce/
[Wed Aug 27 10:52:42.548891 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  14. Doctrine\\ORM\\AbstractQuery->execute() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:542, referer: http://meunfce/
[Wed Aug 27 10:52:42.548953 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  15. Doctrine\\ORM\\Internal\\Hydration\\AbstractHydrator->hydrateAll() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:751, referer: http://meunfce/
[Wed Aug 27 10:52:42.549002 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  16. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateAllData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/AbstractHydrator.php:111, referer: http://meunfce/
[Wed Aug 27 10:52:42.549048 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  17. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateRowData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:150, referer: http://meunfce/
[Wed Aug 27 10:52:42.549093 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  18. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->_getEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:479, referer: http://meunfce/
[Wed Aug 27 10:52:42.549147 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  19. Doctrine\\ORM\\UnitOfWork->createEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:246, referer: http://meunfce/
[Wed Aug 27 10:52:42.551919 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP Fatal error:  Call to undefined method DoctrineORMModule\\Proxy\\__CG__\\DsmCommon\\Entity\\Usuario::toArray() in /var/www/meunfce/module/DsmCommon/src/DsmCommon/Entity/EntityBase.php on line 59, referer: http://meunfce/
[Wed Aug 27 10:52:42.552049 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP Stack trace:, referer: http://meunfce/
[Wed Aug 27 10:52:42.552117 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Wed Aug 27 10:52:42.552168 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Wed Aug 27 10:52:42.552215 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Wed Aug 27 10:52:42.552262 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 10:52:42.552307 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.552353 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.552399 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Wed Aug 27 10:52:42.552446 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Wed Aug 27 10:52:42.552492 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 10:52:42.552537 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
